% Model,no_longer_minion.mph
% Version,COMSOL 5.0.0.243
% Date,"Jul 27 2017, 14:52"
% Table,Probes 1 {tbl1} - 
% l,si_k,TBath,heater_w,sensor_w,"Dependent variable U (1), Effect Ratio {pev1}","Dependent variable T (1), Normal_Temp {pev2}"
2.3490000000000003E-6,1788,75,2.25E-7,2.0E-7,-0.0756096463089051,0.6952945523560417
2.3490000000000003E-6,1788,75,2.25E-7,2.5E-7,-0.06594993566598886,0.6842894560609654
2.3490000000000003E-6,1788,75,2.25E-7,3.0E-7,-0.05851018990037878,0.6740614542357709
2.3490000000000003E-6,1788,75,2.5E-7,1.0E-7,-0.12832250001556053,0.7358022127004477
2.3490000000000003E-6,1788,75,2.5E-7,1.5E-7,-0.10722386804175806,0.7227338643293694
2.3490000000000003E-6,1788,75,2.5E-7,2.0E-7,-0.09187441693372404,0.7108772198326284
2.3490000000000003E-6,1788,75,2.5E-7,2.5E-7,-0.08033554233272461,0.6999629108415633
2.3490000000000003E-6,1788,75,2.5E-7,3.0E-7,-0.0714046001860107,0.6898039897356802
2.3490000000000003E-6,1788,75,2.75E-7,1.0E-7,-0.15137104193779416,0.7490500757870133
2.3490000000000003E-6,1788,75,2.75E-7,1.5E-7,-0.12691300871413513,0.7361614430325956
2.3490000000000003E-6,1788,75,2.75E-7,2.0E-7,-0.10901054311694035,0.7244443285580008
2.3490000000000003E-6,1788,75,2.75E-7,2.5E-7,-0.09551955204313022,0.7136337688638471
2.3490000000000003E-6,1788,75,2.75E-7,3.0E-7,-0.08504476837322246,0.703553914282046
2.3490000000000003E-6,1788,75,3.0E-7,1.0E-7,-0.1752259251235359,0.7606698169386672
2.3490000000000003E-6,1788,75,3.0E-7,1.5E-7,-0.14732148201594,0.7479676329776772
2.3490000000000003E-6,1788,75,3.0E-7,2.0E-7,-0.12686101353761198,0.736388188562424
2.3490000000000003E-6,1788,75,3.0E-7,2.5E-7,-0.11137490790843504,0.7256867309101054
2.3490000000000003E-6,1788,75,3.0E-7,3.0E-7,-0.09931674034434515,0.7156923497003262
2.3490000000000003E-6,1788,75,3.2499999999999996E-7,1.0E-7,-0.1997268948903264,0.7709569597114941
2.3490000000000003E-6,1788,75,3.2499999999999996E-7,1.5E-7,-0.16837045097619263,0.7584371643750456
2.3490000000000003E-6,1788,75,3.2499999999999996E-7,2.0E-7,-0.14530241072434558,0.746999415715236
2.3490000000000003E-6,1788,75,3.2499999999999996E-7,2.5E-7,-0.1277912740397943,0.7364099742459113
2.3490000000000003E-6,1788,75,3.2499999999999996E-7,3.0E-7,-0.11412091409864847,0.7265050300322892
2.3490000000000003E-6,1788,75,3.5E-7,1.0E-7,-0.22473883897801727,0.7801377772885186
2.3490000000000003E-6,1788,75,3.5E-7,1.5E-7,-0.1899201245429771,0.7677976368933116
2.3490000000000003E-6,1788,75,3.5E-7,2.0E-7,-0.16422794477319563,0.7565012343497293
2.3490000000000003E-6,1788,75,3.5E-7,2.5E-7,-0.1446729984392854,0.7460249231553906
2.3490000000000003E-6,1788,75,3.5E-7,3.0E-7,-0.12937059320127206,0.7362116812300209
2.3490000000000003E-6,1788,75,3.75E-7,1.0E-7,-0.2501499261352921,0.7883883088799567
2.3490000000000003E-6,1788,75,3.75E-7,1.5E-7,-0.211871148724767,0.7762240050968862
2.3490000000000003E-6,1788,75,3.75E-7,2.0E-7,-0.18354852121472787,0.7650674240358447
2.3490000000000003E-6,1788,75,3.75E-7,2.5E-7,-0.16193908218707267,0.754704248482013
2.3490000000000003E-6,1788,75,3.75E-7,3.0E-7,-0.14499184285663688,0.744983707023413
2.3490000000000003E-6,1788,75,4.0E-7,1.0E-7,-0.27586732187389307,0.7958479236837002
2.3490000000000003E-6,1788,75,4.0E-7,1.5E-7,-0.23413950950771778,0.7838551535544417
2.3490000000000003E-6,1788,75,4.0E-7,2.0E-7,-0.20318795697059833,0.7728361046105621
2.3490000000000003E-6,1788,75,4.0E-7,2.5E-7,-0.1795201398007741,0.7625852165225656
2.3490000000000003E-6,1788,75,4.0E-7,3.0E-7,-0.16092127517324792,0.7529574839417165
2.3490000000000003E-6,1788,75,4.2499999999999995E-7,1.0E-7,-0.3018072569925111,0.8026292390608986
2.3490000000000003E-6,1788,75,4.2499999999999995E-7,1.5E-7,-0.25664965446001003,0.7908031636379533
2.3490000000000003E-6,1788,75,4.2499999999999995E-7,2.0E-7,-0.22309707089964903,0.7799175676108634
2.3490000000000003E-6,1788,75,4.2499999999999995E-7,2.5E-7,-0.19735323464483065,0.7697788381794702
2.3490000000000003E-6,1788,75,4.2499999999999995E-7,3.0E-7,-0.17710093311072853,0.7602434075357787
2.3490000000000003E-6,1788,75,4.5E-7,1.0E-7,-0.3279023205789127,0.8088236424431535
2.3490000000000003E-6,1788,75,4.5E-7,1.5E-7,-0.2793393500324153,0.7971593556252603
2.3490000000000003E-6,1788,75,4.5E-7,2.0E-7,-0.24316040583701776,0.786406684321378
2.3490000000000003E-6,1788,75,4.5E-7,2.5E-7,-0.2153861271549784,0.7763755763829158
2.3490000000000003E-6,1788,75,4.5E-7,3.0E-7,-0.19348230478409145,0.7669314841757365
2.3490000000000003E-6,1788,75,4.75E-7,1.0E-7,-0.3540988767941903,0.8145061461533976
2.3490000000000003E-6,1788,75,4.75E-7,1.5E-7,-0.30215969088762595,0.802998505023082
2.3490000000000003E-6,1788,75,4.75E-7,2.0E-7,-0.2633905856491755,0.7923741248571617
2.3490000000000003E-6,1788,75,4.75E-7,2.5E-7,-0.23357586136325453,0.7824498194760781
2.3490000000000003E-6,1788,75,4.75E-7,3.0E-7,-0.2100254059233553,0.7730957745140778
2.3490000000000003E-6,1788,75,5.0E-7,1.0E-7,-0.3803469318825356,0.8197395749778926
2.3490000000000003E-6,1788,75,5.0E-7,1.5E-7,-0.32506368752457543,0.8083835140732574
2.3490000000000003E-6,1788,75,5.0E-7,2.0E-7,-0.28372481669149435,0.7978839194881929
2.3490000000000003E-6,1788,75,5.0E-7,2.5E-7,-0.2518821879268719,0.7880640765892705
2.3490000000000003E-6,1788,75,5.0E-7,3.0E-7,-0.226692618138682,0.7787985278673881
9.062E-6,4297,50,1.0E-7,1.0E-7,-0.020664050425692027,0.5827452104497924
9.062E-6,4297,50,1.0E-7,1.5E-7,-0.016803217003369078,0.5691231200357567
9.062E-6,4297,50,1.0E-7,2.0E-7,-0.014103821791902879,0.5570209698903584
9.062E-6,4297,50,1.0E-7,2.5E-7,-0.012140619879547175,0.5460711912012716
9.062E-6,4297,50,1.0E-7,3.0E-7,-0.010664748740832952,0.5360229704670778
9.062E-6,4297,50,1.25E-7,1.0E-7,-0.03379399234008782,0.6239108776579693
9.062E-6,4297,50,1.25E-7,1.5E-7,-0.02767433988600918,0.6101964295834169
9.062E-6,4297,50,1.25E-7,2.0E-7,-0.02334894314645707,0.5979637097393603
9.062E-6,4297,50,1.25E-7,2.5E-7,-0.02018107941741608,0.5868494165862576
9.062E-6,4297,50,1.25E-7,3.0E-7,-0.01778121201838377,0.5766210118674335
9.062E-6,4297,50,1.5E-7,1.0E-7,-0.049574169005064665,0.6558439952915637
9.062E-6,4297,50,1.5E-7,1.5E-7,-0.04083570003013305,0.6421751141558918
9.062E-6,4297,50,1.5E-7,2.0E-7,-0.034617601096964365,0.6299253662686638
9.062E-6,4297,50,1.5E-7,2.5E-7,-0.030029317927904624,0.6187628029439401
9.062E-6,4297,50,1.5E-7,3.0E-7,-0.026533648931154466,0.6084613876253022
9.062E-6,4297,50,1.75E-7,1.0E-7,-0.06761533218790428,0.681509936745282
9.062E-6,4297,50,1.75E-7,1.5E-7,-0.055989250860763014,0.6679503152838668
9.062E-6,4297,50,1.75E-7,2.0E-7,-0.047658694709614105,0.6557552200953496
9.062E-6,4297,50,1.75E-7,2.5E-7,-0.041475648176249755,0.6446100095155801
9.062E-6,4297,50,1.75E-7,3.0E-7,-0.03674147114893432,0.6342993150323493
9.062E-6,4297,50,2.0E-7,1.0E-7,-0.0875697930834969,0.7026905427485505
9.062E-6,4297,50,2.0E-7,1.5E-7,-0.07284899098164521,0.6892774630277283
9.062E-6,4297,50,2.0E-7,2.0E-7,-0.06223697845303561,0.6771756496124831
9.062E-6,4297,50,2.0E-7,2.5E-7,-0.05432013414496842,0.6660866877943892
9.062E-6,4297,50,2.0E-7,3.0E-7,-0.048231753762615744,0.6558051944376531
9.062E-6,4297,50,2.25E-7,1.0E-7,-0.10913345128902421,0.7205303769774678
9.062E-6,4297,50,2.25E-7,1.5E-7,-0.09116271901028888,0.7072843550063547
9.062E-6,4297,50,2.25E-7,2.0E-7,-0.07815129211733345,0.6952945523551821
9.062E-6,4297,50,2.25E-7,2.5E-7,-0.06837923900864595,0.6842894560605092
9.062E-6,4297,50,2.25E-7,3.0E-7,-0.06084373800918697,0.6740614542351604
9.062E-6,4297,50,2.5E-7,1.0E-7,-0.13205052095007314,0.7358022126997298
9.062E-6,4297,50,2.5E-7,1.5E-7,-0.11071529302700667,0.7227338643288634
9.062E-6,4297,50,2.5E-7,2.0E-7,-0.09518101195020591,0.710877219832046
9.062E-6,4297,50,2.5E-7,2.5E-7,-0.08349206597305586,0.6999629108410095
9.062E-6,4297,50,2.5E-7,3.0E-7,-0.07443528612684248,0.6898039897351158
9.062E-6,4297,50,2.75E-7,1.0E-7,-0.15610462272320635,0.749050075786397
9.062E-6,4297,50,2.75E-7,1.5E-7,-0.13133912811786172,0.7361614430318563
9.062E-6,4297,50,2.75E-7,2.0E-7,-0.11320154486088146,0.7244443285575178
9.062E-6,4297,50,2.75E-7,2.5E-7,-0.09951748862320543,0.7136337688632322
9.062E-6,4297,50,2.75E-7,3.0E-7,-0.08888099893426894,0.7035539142814287
9.062E-6,4297,50,3.0E-7,1.0E-7,-0.18111362620912227,0.7606698169381472
9.062E-6,4297,50,3.0E-7,1.5E-7,-0.15282412779220955,0.7479676329770867
9.062E-6,4297,50,3.0E-7,2.0E-7,-0.13206302416801471,0.736388188562147
9.062E-6,4297,50,3.0E-7,2.5E-7,-0.11633321009378893,0.7256867309095417
9.062E-6,4297,50,3.0E-7,3.0E-7,-0.10407119136032136,0.7156923496999511
9.062E-6,4297,50,3.2499999999999996E-7,1.0E-7,-0.2069243120991393,0.7709569597106644
9.062E-6,4297,50,3.2499999999999996E-7,1.5E-7,-0.17508896734387355,0.7584371643745392
9.062E-6,4297,50,3.2499999999999996E-7,2.0E-7,-0.1516472177002756,0.7469994157146311
9.062E-6,4297,50,3.2499999999999996E-7,2.5E-7,-0.1338334799143324,0.7364099742452453
9.062E-6,4297,50,3.2499999999999996E-7,3.0E-7,-0.1199103529473457,0.7265050300315211
9.062E-6,4297,50,3.5E-7,1.0E-7,-0.23340817866769026,0.7801377772878021
9.062E-6,4297,50,3.5E-7,1.5E-7,-0.19800233558846836,0.7677976368929654
9.062E-6,4297,50,3.5E-7,2.0E-7,-0.17185227343696816,0.756501234349279
9.062E-6,4297,50,3.5E-7,2.5E-7,-0.1519269542754145,0.746024923154787
9.062E-6,4297,50,3.5E-7,3.0E-7,-0.13631562477252948,0.7362116812292951
9.062E-6,4297,50,3.75E-7,1.0E-7,-0.2604593790909173,0.7883883088792635
9.062E-6,4297,50,3.75E-7,1.5E-7,-0.22146997027247856,0.7762240050963364
9.062E-6,4297,50,3.75E-7,2.0E-7,-0.19259349519127045,0.7650674240352089
9.062E-6,4297,50,3.75E-7,2.5E-7,-0.17053654232032844,0.7547042484813724
9.062E-6,4297,50,3.75E-7,3.0E-7,-0.1532165537640544,0.7449837070227286
9.062E-6,4297,50,4.0E-7,1.0E-7,-0.2879905943939086,0.7958479236831809
9.062E-6,4297,50,4.0E-7,1.5E-7,-0.24541260162027492,0.7838551535539265
9.062E-6,4297,50,4.0E-7,2.0E-7,-0.21379884632795898,0.772836104609973
9.062E-6,4297,50,4.0E-7,2.5E-7,-0.1895965023282747,0.7625852165219664
9.062E-6,4297,50,4.0E-7,3.0E-7,-0.1705529570340559,0.7529574839408164
9.062E-6,4297,50,4.2499999999999995E-7,1.0E-7,-0.3159239539747499,0.8026292390602868
9.062E-6,4297,50,4.2499999999999995E-7,1.5E-7,-0.26975967649167,0.7908031636374847
9.062E-6,4297,50,4.2499999999999995E-7,2.0E-7,-0.2354212467581511,0.7799175676097175
9.062E-6,4297,50,4.2499999999999995E-7,2.5E-7,-0.20904768413238503,0.769778838178748
9.062E-6,4297,50,4.2499999999999995E-7,3.0E-7,-0.18827026880424078,0.760243407535099
9.062E-6,4297,50,4.5E-7,1.0E-7,-0.34419708214479056,0.8088236424424846
9.062E-6,4297,50,4.5E-7,1.5E-7,-0.29445334519106137,0.7971593556247041
9.062E-6,4297,50,4.5E-7,2.0E-7,-0.2573556708561989,0.7864066843207366
9.062E-6,4297,50,4.5E-7,2.5E-7,-0.2288411708057359,0.7763755763823944
9.062E-6,4297,50,4.5E-7,3.0E-7,-0.20632292082665218,0.7669314841750788
9.062E-6,4297,50,4.75E-7,1.0E-7,-0.37276076061946384,0.8145061461526322
9.062E-6,4297,50,4.75E-7,1.5E-7,-0.31944837709126467,0.802998505022586
9.062E-6,4297,50,4.75E-7,2.0E-7,-0.27961136999388503,0.7923741248564752
9.062E-6,4297,50,4.75E-7,2.5E-7,-0.24893690702753252,0.7824498194753746
9.062E-6,4297,50,4.75E-7,3.0E-7,-0.22467353365865492,0.7730957745133713
9.062E-6,4297,50,5.0E-7,1.0E-7,-0.4015696290453931,0.8197395749773881
9.062E-6,4297,50,5.0E-7,1.5E-7,-0.34470181354831375,0.8083835140726349
9.062E-6,4297,50,5.0E-7,2.0E-7,-0.30213124955565157,0.7978839194877537
9.062E-6,4297,50,5.0E-7,2.5E-7,-0.26929770188982843,0.7880640765885324
9.062E-6,4297,50,5.0E-7,3.0E-7,-0.24328719527833526,0.7787985278667614
